,Unnamed: 0,placekey,safegraph_place_id,parent_placekey,parent_safegraph_place_id,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_opened_since,tracking_closed_since
5855743,513142,zzw-222@63s-whq-gtv,sg:e8d35ee6f1dd4588bd3293357a70430e,,,Potomac Bead Company,,,"Sporting Goods, Hobby, and Musical Instrument Stores","Hobby, Toy, and Game Stores",451120.0,39.642401,-77.72176400000001,53 W Washington St,Hagerstown,MD,21740,US,13013934667.0,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [], ""Thu"": [], ""Fri"": [[""10:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,2020-02,,2019-07
5855800,513199,222-222@63s-wjt-tn5,sg:ec3e177c3a1a4f9b8ea8e8894a5ccae3,,,Cadia Healthcare Hagerstown,,,Nursing Care Facilities (Skilled Nursing Facilities),Nursing Care Facilities (Skilled Nursing Facilities),623110.0,39.701379,-77.68714200000001,14014 Marsh Pike,Paramount-Long Meadow,MD,21742,US,,,,,,,2019-07
5858461,515862,zzw-222@63s-whk-sbk,sg:931c8331665d4918a44df0633eae1361,,,Spitzer's Body Shop,,,Automotive Repair and Maintenance,"Automotive Body, Paint, and Interior Repair and Maintenance",811121.0,39.611336,-77.71520500000001,404 E Oak Ridge Dr,Hagerstown,MD,21740,US,13017976604.0,,,,2020-01,,2019-07
5859003,516404,226-223@63s-whq-kxq,sg:b67a56b2604e4f479fcbd9bc8cc75a59,,,Pretzel and Pizza Creations,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,39.642534000000005,-77.720714,20 W Washington St,Hagerstown,MD,21740,US,13017337795.0,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""21:00""]], ""Sat"": [[""10:00"", ""22:00""]], ""Sun"": [[""10:00"", ""20:00""]] }","Sandwich Shop,Pizza",,,,2019-07
5859813,517214,22d-223@63s-wgz-btv,sg:e9c359885da047c59e0c72f9c0331622,zzw-222@63s-wgz-cbk,sg:6ba0db72cca74fa7839c62eb8f0cddb9,Bellagio Nail Spa,,,Personal Care Services,Nail Salons,812113.0,39.682966,-77.71830899999999,18737 North Pointe Dr,Fountainhead-Orchard Hills,MD,21742,US,13017141272.0,,,,,,2019-07
5861048,518449,22h-222@63s-wh5-ndv,sg:36ecaed09cc5424e9075d904b4174f54,,,Serenity Medical Evaluations,,,Drugs and Druggists' Sundries Merchant Wholesalers,Drugs and Druggists' Sundries Merchant Wholesalers,424210.0,39.653262,-77.71584,201 Prospect Ave Ste 201,Hagerstown,MD,21742,US,,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [[""17:00"", ""20:00""]], ""Thu"": [], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
5861741,519142,222-223@63s-ws4-3wk,sg:6341a96b519346b88c8ee0757ba041d8,zzw-223@63s-ws4-45f,sg:d2b7ae80f88842bdbd3dc82732977578,AAA,SG_BRAND_b1d21ba5beb3e781,AAA,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,39.632903000000006,-77.763276,1580 Wesel Blvd,Hagerstown,MD,21740,US,12403137009.0,"{ ""Mon"": [[""9:00"", ""17:30""]], ""Tue"": [[""9:00"", ""17:30""]], ""Wed"": [[""9:00"", ""17:30""]], ""Thu"": [[""9:00"", ""17:30""]], ""Fri"": [[""9:00"", ""17:30""]], ""Sat"": [[""9:00"", ""15:00""]], ""Sun"": [] }",,,,,2019-07
5862062,519463,22c-222@63s-whq-s5z,sg:787cabe274e54466b6fc928ddecd1d0c,,,Sam's Used Cars,,,Automobile Dealers,Used Car Dealers,441120.0,39.634899,-77.718274,285 Frederick St,Hagerstown,MD,21740,US,13017903232.0,,,,2020-01,,2019-07
5865492,522895,222-223@63s-wgk-v9f,sg:515306e812e842c299ca5a50ffaed7dc,222-222@63s-wgk-v9f,sg:19265e15a72b46fa9d7a0d3d43cac891,Mt Aetna Sda School,,,Religious Organizations,Religious Organizations,813110.0,39.594512,-77.601274,10207 Crystal Falls Dr,Mount Aetna,MD,21740,US,,,,,,,2019-07
5871136,528542,zzw-223@63s-whp-b8v,sg:bbeea455f2354f888a1e654b184b3795,,,Family Circle Fitness,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940.0,39.623829,-77.67778100000001,20321 The Gdns,Robinwood,MD,21742,US,,"{ ""Mon"": [[""0:00"", ""5:30""], [""6:00"", ""24:00""]], ""Tue"": [[""0:00"", ""5:30""], [""6:00"", ""24:00""]], ""Wed"": [[""0:00"", ""5:30""], [""6:00"", ""24:00""]], ""Thu"": [[""0:00"", ""5:30""], [""6:00"", ""24:00""]], ""Fri"": [[""0:00"", ""5:30""], [""6:00"", ""24:00""]], ""Sat"": [[""0:00"", ""5:30""], [""6:00"", ""24:00""]], ""Sun"": [[""0:00"", ""5:30""], [""6:00"", ""24:00""]] }",,,,,2019-07
5872589,529995,224-222@63s-whj-8sq,sg:1f33ed8f84cd443597f016fcd668b826,,,ABC Supply,SG_BRAND_9da2eb2293f706865ee25e1e3aa53197,ABC Supply,Lumber and Other Construction Materials Merchant Wholesalers,"Roofing, Siding, and Insulation Material Merchant Wholesalers",423330.0,39.626771000000005,-77.726012,801 Pope Ave,Hagerstown,MD,21740,US,13017975600.0,,,,,2019-12,2019-12
5877539,534947,zzw-222@63s-wgc-dvz,sg:5a53e0355e9a42f196fa8f124f283454,,,Wise Auctions,,,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210.0,39.689582,-77.633354,21140 Leitersburg Pike,Leitersburg,MD,21742,US,12404521508.0,,,,,,2019-07
5881635,539047,222-225@63s-ws6-r6k,sg:60eaf30d6e0442f0aeb11e36227e5a3b,222-222@63s-ws6-r6k,sg:6f3d446edf8e4bfd8307e314fe2e1da6,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,Subway,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,39.633556,-77.80715500000001,11633 Greencastle Pike,Hagerstown,MD,21740,US,13015829007.0,,"Counter Service,Sandwich Shop,Lunch,Breakfast,Dinner",,,,2019-07
5883623,541041,222-222@63s-ws9-45f,sg:e02f08ed94e9407aad2d49e2771dc1a5,zzw-222@63s-wsb-2x5,sg:ae5822ff1bd34709aa5533f59c6bf57a,AT&T,SG_BRAND_5deb800ce9500e72e355137ab8b48fb6,AT&T,Wired and Wireless Telecommunications Carriers,Wireless Telecommunications Carriers (except Satellite),517312.0,39.654934,-77.757418,17622 Garland Groh Blvd,Hagerstown,MD,21740,US,,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",,2020-12,,2020-01,2019-07
5884435,541853,zzw-222@63s-whx-fmk,sg:12c4fb1267984206b3566554c3151ab8,,,Wade Margaret L Dr Dntst,,,Offices of Dentists,Offices of Dentists,621210.0,39.703797,-77.627912,14145 Strite Rd,Hagerstown,MD,21742,US,13017916135.0,,,,,,2019-07
5886822,544243,224-222@63s-w37-x3q,sg:a93b765e390c41e9a13b4b0750d6bf27,,,Rankin Physical Therapy Hagerstown South,,,Offices of Other Health Practitioners,"Offices of Physical, Occupational and Speech Therapists, and Audiologists",621340.0,39.601652,-77.733161,18348 Spark Dr Unit 203,Hagerstown,MD,21740,US,,,,,,,2019-07
5887032,544453,223-225@63s-wgz-bkz,sg:b6afd6ad14cc4e8d895a7e402c0405f9,,,Western Union,SG_BRAND_9ee39f394d21a7f4848ab78a78da00c3,Western Union,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390.0,39.684897,-77.71856700000001,18726 North Pointe Dr,Fountainhead-Orchard Hills,MD,21742,US,,,,,,2021-02,2021-02
5894839,552265,222-223@63s-whq-4vz,sg:acef390e47a240f4bc450ad73c222491,222-222@63s-whq-4vz,sg:82fbdbfd6aa7437fbd6b14674ba2aad5,Hagerstown Family Diner,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,39.637874,-77.71113199999999,431 Dual Hwy,Hagerstown,MD,21740,US,12407076330.0,,Diner,,,,2019-07
5899351,556785,22j-222@63s-whj-2x5,sg:cf5c0a9953804847ba5e257d73a98684,,,Landmark Fence,,,Automotive Repair and Maintenance,Automotive Transmission Repair,811113.0,39.620212,-77.71535,630 Knightsbridge Dr,Hagerstown,MD,21740,US,12407070943.0,"{ ""Mon"": [[""7:30"", ""16:00""]], ""Tue"": [[""7:30"", ""16:00""]], ""Wed"": [[""7:30"", ""16:00""]], ""Thu"": [[""7:30"", ""16:00""]], ""Fri"": [[""7:30"", ""16:00""]], ""Sat"": [[""7:30"", ""16:00""]], ""Sun"": [] }",,,,,2019-07
5901695,559132,zzw-229@63s-whd-99f,sg:6432f2e5c36245419e02f0ff40f9ef1d,,,Pamela Mullins MSN CFNP,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,39.626752,-77.701006,1185 Mount Aetna Rd Ste 102,Hagerstown,MD,21740,US,,,,,,,2019-07
5903329,560768,zzw-222@63s-whq-qpv,sg:d1d646d970b24dbe80c45b276c7f04d2,,,Rose Hill Cemetery,,,Death Care Services,Cemeteries and Crematories,812220.0,39.631848,-77.72273100000001,600 S Potomac St,Hagerstown,MD,21740,US,,,,,,,2019-07
5904271,561712,zzw-222@63s-wgy-swk,sg:0d285aa998293656a10087643b1c21d2,,,Stone Ridge Apts & Townhomes,,,Home Furnishings Stores,Floor Covering Stores,442210.0,39.670161,-77.728246,1400A Haven Rd # 11,Hagerstown,MD,21742,US,12405136369.0,"{ ""Mon"": [[""9:30"", ""18:00""]], ""Tue"": [[""9:30"", ""18:00""]], ""Wed"": [[""9:30"", ""18:00""]], ""Thu"": [[""9:30"", ""18:00""]], ""Fri"": [[""9:30"", ""18:00""]], ""Sat"": [[""10:00"", ""17:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",,,,,2019-07
5904484,561925,222-222@63s-wh3-z2k,sg:1a9a51fc0fcb4448803b9d0a778a0cee,,,Mount Olive Mennonite Church,,,Religious Organizations,Religious Organizations,813110.0,39.680598,-77.74136,13305 Maugansville Rd,Maugansville,MD,21740,US,12406259147.0,,,,,,2019-07
5911328,568776,22c-222@63s-w38-kzz,sg:c9cba1445cc44466abf3a246e7bcc00b,,,Corning Revere Factory Store 27,,,Department Stores,Department Stores,452210.0,39.607434000000005,-77.734697,555 Premium Outlets Blvd,Hagerstown,MD,21740,US,13017337738.0,,,,2020-01,,2019-07
5916464,573917,zzy-222@63s-wh5-q75,sg:15d58e09b211455490d58983a88dedfd,,,Extension Service University of Maryland,,,"Colleges, Universities, and Professional Schools","Colleges, Universities, and Professional Schools",611310.0,39.658094,-77.71923699999999,Agriculture,Hagerstown,MD,21740,US,,,,,,,2019-07
5923161,580621,226-223@63s-ws9-45f,sg:bf39e5d18afb4d71a937b82b4fb17f97,zzw-222@63s-wsb-2x5,sg:ae5822ff1bd34709aa5533f59c6bf57a,Palm Beach Tan,SG_BRAND_da7574da1d7a935706093ca3394b6ab1,Palm Beach Tan,Personal Care Services,Other Personal Care Services,812199.0,39.654892,-77.75756899999999,17616 Garland Groh Blvd,Hagerstown,MD,21740,US,13018007807.0,,,2019-11,,2019-08,2019-07
5924022,581482,zzw-222@63s-whm-t5f,sg:f9147ef867be465fb773556884882423,,,Cellular Sales,SG_BRAND_1eb85fc4c9551b5a,Cellular Sales,Electronics and Appliance Stores,Electronics Stores,443142.0,39.63932,-77.695559,231 Eastern Blvd N,Hagerstown,MD,21740,US,12407076790.0,,,,,2020-03,2019-07
5927944,585406,222-222@63s-wh9-v9f,sg:f365df69bc724208826729dd1dc9880b,,,Hair Changes,,,Personal Care Services,Nail Salons,812113.0,39.690484000000005,-77.744686,13701 Maugansville Rd,Maugansville,MD,21740,US,13017455015.0,,,,,,2019-07
5929389,586852,223-222@63s-wh9-gzf,sg:4be91b9a044f4adbaff92f3a90229d3a,,,U-Haul,SG_BRAND_1b71ced68ecb91a8bc1fcc6fd3db7b7d,U-Haul,Automotive Equipment Rental and Leasing,"Truck, Utility Trailer, and RV (Recreational Vehicle) Rental and Leasing",532120.0,39.688981,-77.734978,18315 Shawley Dr,Maugansville,MD,21740,US,13017901800.0,,,,,2020-10,2020-10
5938367,595838,223-222@63s-ws3-92k,sg:8eccf9ea91ed4fd5a1eeb184ca430931,,,Woodmen of the World Life Insurance Society,,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,39.629406,-77.76876999999999,1710 Underpass Way Ste 206,Halfway,MD,21740,US,13017913990.0,,,,,,2019-07
5941791,599265,223-223@63s-wh3-vpv,sg:6878ce926a3540e1b1a240d1c4ece7d3,,,Kustoms Automotive,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,39.671071000000005,-77.748551,13054 Salem Ave,Hagerstown,MD,21740,US,12406259013.0,,,,,,2019-07
5952860,610348,zzw-222@63s-whq-rzf,sg:2d0fdf4f1cda4e1d80febf90cba1b975,,,Menocal Family Practice,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,39.634115,-77.716027,265 Mill St Ste 700,Hagerstown,MD,21740,US,12403474981.0,"{ ""Mon"": [[""7:30"", ""18:30""]], ""Tue"": [[""7:30"", ""16:30""]], ""Wed"": [[""7:30"", ""16:30""]], ""Thu"": [[""7:30"", ""16:30""]], ""Fri"": [[""7:30"", ""16:30""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
5953072,610560,222-222@63s-whg-j7q,sg:3b85729fc2db461ea162a396c3ddf67e,,,Network Spectrum,,,Electronics and Appliance Stores,Electronics Stores,443142.0,39.614513,-77.672431,604 Fair Meadows Blvd,Hagerstown,MD,21740,US,13017330657.0,,,,,,2019-07
5959656,617155,225-222@63s-ws5-3yv,sg:da9ccaaa856f48f9997da79d3a6b3948,22d-22j@63s-ws5-45f,sg:8d25d3093e2647e4b11e3ce3a8b85844,Pause Nails & Day Spa,,,Personal Care Services,Nail Salons,812113.0,39.624391,-77.76850999999999,17301 Valley Mall Rd Ste 424,Halfway,MD,21740,US,12403474915.0,,,,,,2019-07
5959832,617331,222-222@63s-wgb-d5f,sg:e694b0b68b444a42a7bf46a34de25909,,,Ritcheys Totlot Llc,,,Child Day Care Services,Child Day Care Services,624410.0,39.684413,-77.629836,13514 Little Antietam Rd,Leitersburg,MD,21742,US,13017901355.0,,,,,,2019-07
5961425,618925,223-222@63s-wsb-r8v,sg:4b7244f9c5d44dffb926e91434e89583,,,Apria,SG_BRAND_d8b64654ddecdbd3,Apria,Home Health Care Services,Home Health Care Services,621610.0,39.630617,-77.741065,919 Sweeney Dr,Hagerstown,MD,21740,US,13017915500.0,,,,,2020-08,2019-07
5961428,618928,223-222@63s-whm-s5z,sg:4b8fed4aed814db8bc9357299a53c406,,,Progressive Radiology at Hagerstown,,,Medical and Diagnostic Laboratories,Diagnostic Imaging Centers,621512.0,39.640455,-77.69094399999999,1185 Imperial Dr Ste 100,Hagerstown,MD,21740,US,13017331477.0,"{ ""Mon"": [[""7:00"", ""22:00""]], ""Tue"": [[""7:00"", ""22:00""]], ""Wed"": [[""7:00"", ""22:00""]], ""Thu"": [[""7:00"", ""22:00""]], ""Fri"": [[""7:00"", ""22:00""]], ""Sat"": [[""7:00"", ""16:00""]], ""Sun"": [[""9:00"", ""16:00""]] }",,,,,2019-07
5963974,621479,224-222@63s-whm-p35,sg:f479bb4c72094824a54e38e8764288c0,,,Reconstructive Foot & Ankle Institute,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,39.636693,-77.692088,1150 Professional Ct Ste C,Hagerstown,MD,21740,US,13017978554.0,"{ ""Mon"": [[""7:30"", ""16:30""]], ""Tue"": [[""7:30"", ""16:30""]], ""Wed"": [[""7:30"", ""16:30""]], ""Thu"": [[""7:30"", ""16:30""]], ""Fri"": [[""7:30"", ""16:30""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
5964876,622382,222-222@63s-v54-3kf,sg:29d9cd03a1e9471fb4b964dd1e7e7bba,,,Erie Insurance Group,,,Management of Companies and Enterprises,"Corporate, Subsidiary, and Regional Managing Offices",551114.0,39.719153000000006,-77.724932,18544 Breeze Hill Dr,Middleburg,MD,21742,US,13017975185.0,,,,,,2019-07
5965295,622803,222-222@63s-wgj-ct9,sg:42de4e33a274422fa73164600af8a5e2,,,Flying Fur Dog Grooming,,,Other Miscellaneous Store Retailers,Pet and Pet Supplies Stores,453910.0,39.609308,-77.616452,21609 Horseshoe Ln,Mount Aetna,MD,21742,US,12402174903.0,,,,,,2019-07
5965778,623286,22c-222@63s-whq-gx5,sg:6017c779962a47b8bdbfdae5f3d26a9a,,,Kinky Twist,,,Personal Care Services,Beauty Salons,812112.0,39.644085,-77.724912,217 W Washington St,Hagerstown,MD,21740,US,12404252204.0,"{ ""Mon"": [[""9:00"", ""12:00""]], ""Tue"": [[""9:00"", ""16:00""]], ""Wed"": [[""9:00"", ""16:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""8:00"", ""18:00""]], ""Sun"": [[""8:00"", ""12:00""]] }",,,,,2019-07
5968940,626448,222-222@63s-wh9-zmk,sg:303450bdea8340c5bb5f912ed84ef661,,,Top Flight Air Park,,,Other Personal Services,Parking Lots and Garages,812930.0,39.704259,-77.725668,18450 Showalter Rd Ste 100,Hagerstown,MD,21742,US,13017915400.0,,,,2020-01,,2019-07
5970613,628123,226-222@63s-whq-st9,sg:987f6f6faa40442281c1de282098047c,,,Aluma Cap Center,,,Automotive Repair and Maintenance,"Automotive Body, Paint, and Interior Repair and Maintenance",811121.0,39.637383,-77.72493399999999,82 W Lee St,Hagerstown,MD,21740,US,13017900895.0,"{ ""Mon"": [[""8:00"", ""16:00""]], ""Tue"": [[""8:00"", ""16:00""]], ""Wed"": [[""8:00"", ""16:00""]], ""Thu"": [[""8:00"", ""16:00""]], ""Fri"": [[""8:00"", ""16:00""]], ""Sat"": [[""9:00"", ""12:00""]], ""Sun"": [] }",,,,,2019-07
5972049,629560,225-223@63s-ws4-pgk,sg:fa162436fb314c4b8a9c5fb076f60bac,,,Grimm David C DMD,,,Offices of Dentists,Offices of Dentists,621210.0,39.621559000000005,-77.75402199999999,17719 Virginia Ave,Halfway,MD,21740,US,,,,,,,2019-07
5972267,629778,zzw-222@63s-wgz-5zz,sg:0770ab5945e540a3988088b91521b2fa,,,Family Life Ministry,,,Religious Organizations,Religious Organizations,813110.0,39.673131,-77.702515,19306 Jamestown Dr,Paramount-Long Meadow,MD,21742,US,,,,,,,2019-07
5972859,630371,226-222@63s-whm-p35,sg:2a81efa373ef4da18a12433c6614a504,,,Ludwick Eye Center,,,Offices of Other Health Practitioners,Offices of Optometrists,621320.0,39.636603,-77.692133,1150 Professional Ct Ste B,Hagerstown,MD,21740,US,13017978788.0,"{ ""Mon"": [[""7:00"", ""16:30""]], ""Tue"": [[""7:00"", ""16:30""]], ""Wed"": [[""7:00"", ""18:00""]], ""Thu"": [[""7:00"", ""16:30""]], ""Fri"": [[""7:00"", ""16:30""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
5979051,636576,22p-222@63s-whq-5s5,sg:b8b1e415228944f691228de031551355,,,Five Divas Beauty Supply,,,Health and Personal Care Stores,"Cosmetics, Beauty Supplies, and Perfume Stores",446120.0,39.642291,-77.717813,49 E Franklin St,Hagerstown,MD,21740,US,13017397478.0,,,,,,2019-07
5979987,637513,226-223@63s-wh5-jn5,sg:f63d4668b6c84a1baafe3fe08d8d8a68,,,Cynthia Moler Sullivan Sullivan Select,,,Offices of Real Estate Agents and Brokers,Offices of Real Estate Agents and Brokers,531210.0,39.663693,-77.7194,1303 Pennsylvania Ave,Hagerstown,MD,21742,US,13019885115.0,,,,,,2019-07
5980278,637804,223-222@63s-wsc-3nq,sg:096174843acf4247aac57672c576804b,,,Western Maryland Truck Repair,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,39.645258,-77.755544,148B Western Maryland Pkwy,Hagerstown,MD,21740,US,12405136207.0,"{ ""Mon"": [[""9:00"", ""22:30""]], ""Tue"": [[""9:00"", ""22:30""]], ""Wed"": [[""9:00"", ""22:30""]], ""Thu"": [[""9:00"", ""22:30""]], ""Fri"": [[""9:00"", ""22:30""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
5981211,638738,222-222@63s-wh8-7qz,sg:42d39eac924b48f5a2b26d0d52a0efc9,,,Beautiful Nails,,,Personal Care Services,Nail Salons,812113.0,39.67248,-77.697799,19405 Emerald Sq Ste 1300,Paramount-Long Meadow,MD,21742,US,12404521818.0,"{ ""Mon"": [[""9:30"", ""19:00""]], ""Tue"": [[""9:30"", ""19:00""]], ""Wed"": [[""9:30"", ""19:00""]], ""Thu"": [[""9:30"", ""19:00""]], ""Fri"": [[""9:30"", ""19:00""]], ""Sat"": [[""9:30"", ""19:00""]], ""Sun"": [] }",,,,,2019-07
5982680,640208,223-222@63s-wpy-6p9,sg:a10f829f33304f2dbb4f84ce20b21a62,,,Zach Greenlee's Trackside Steak & Seafood,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,39.657795,-77.844217,15124 National Pike,Wilson-Conococheague,MD,21740,US,12408502121.0,"{ ""Mon"": [], ""Tue"": [], ""Wed"": [[""11:00"", ""24:00""]], ""Thu"": [[""11:00"", ""24:00""]], ""Fri"": [[""11:00"", ""24:00""]], ""Sat"": [[""0:00"", ""2:00""], [""11:00"", ""24:00""]], ""Sun"": [[""0:00"", ""2:00""], [""12:00"", ""24:00""]] }","Steak House,Seafood",,,,2019-07
5986607,644137,223-223@63s-wh9-gx5,sg:9a9cd22d371c4c51919772308f60e5fb,,,Tower Bank,,,Depository Credit Intermediation,Commercial Banking,522110.0,39.689811,-77.735546,18233 Maugans Ave,Maugansville,MD,21740,US,12404208535.0,,,,2020-01,,2019-07
5994858,652392,223-222@63s-whf-6tv,sg:acf4fce5222c44f7956cee73345d5232,222-222@63s-whf-3nq,sg:04a64aef2b9541a19c771d494f77f120,Cosmetic Plastic Surgery Center,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,39.621025,-77.683074,11110 Medical Campus Rd Ste 241,Robinwood,MD,21742,US,13017144460.0,"{ ""Mon"": [[""8:00"", ""16:00""]], ""Tue"": [[""8:00"", ""16:00""]], ""Wed"": [[""8:00"", ""16:00""]], ""Thu"": [[""8:00"", ""16:00""]], ""Fri"": [[""8:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
5998130,655669,22g-222@63s-whh-cdv,sg:7ab2444b9c92431787b286393f072547,,,South Pointe Fitness Club,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940.0,39.612654,-77.726501,118 E Oak Ridge Dr,Hagerstown,MD,21740,US,13017917934.0,,,,2020-01,,2019-07
6000914,658456,222-222@63s-ws4-45f,sg:307e3823a8c34b419c71fa508be8b14e,zzw-223@63s-ws4-45f,sg:d2b7ae80f88842bdbd3dc82732977578,Martins Pharmacy,,,Health and Personal Care Stores,Pharmacies and Drug Stores,446110.0,39.632437,-77.76424499999999,1650C Wesel Blvd,Hagerstown,MD,21740,US,13017669148.0,,,,,,2019-07
6001641,659183,227-222@63s-whq-ct9,sg:5e850dd9f6f844fd8c4cdc94e3dfb905,zzw-223@63s-whq-ct9,sg:fa37c70ee5814af599d36152c0a714bc,CosmoProf,SG_BRAND_a93e2c2206ef28d35a9d8a0da71b9d5c,CosmoProf,"Machinery, Equipment, and Supplies Merchant Wholesalers",Service Establishment Equipment and Supplies Merchant Wholesalers,423850.0,39.635809,-77.70787800000001,619 Dual Hwy,Hagerstown,MD,21740,US,13017453150.0,,,,,2020-01,2019-07
6003491,661038,22d-22r@63s-ws5-45f,sg:d879f3c4188f4e48a98fa1eb89deb361,22d-22j@63s-ws5-45f,sg:8d25d3093e2647e4b11e3ce3a8b85844,Piercing Pagoda,SG_BRAND_713244b4002f1f9d90630aa42d4dc9d2,Piercing Pagoda,"Jewelry, Luggage, and Leather Goods Stores",Jewelry Stores,448310.0,39.624921,-77.76934399999999,17301 Valley Mall Rd,Halfway,MD,21740,US,13015822989.0,,,,,,2019-07
6003834,661382,223-222@63s-wh3-vpv,sg:ef1d1f9bf2e347b79255a32c8ebd1563,,,Guaranteed Truck and Auto Repair,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,39.671107,-77.748512,13054 Salem Ave,Hagerstown,MD,21740,US,13016652886.0,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""17:00""]], ""Sat"": [[""9:00"", ""15:00""]], ""Sun"": [] }",,,,,2019-07
6004178,661726,228-222@63s-wh4-vxq,sg:04ac1172999e48a6a6a01e71a35613d0,,,Hagerstown Christian Church,,,Religious Organizations,Religious Organizations,813110.0,39.652029,-77.72711899999999,336 Linganore Ave,Hagerstown,MD,21740,US,13017394051.0,,,,,,2019-07
6004752,662300,225-222@63s-whq-kj9,sg:28c58b050cae49d2ab6af1f7856a48b5,,,Right at Home,SG_BRAND_933b043e46cbd35fe0f3ebb5a77c791e,Right at Home,Home Health Care Services,Home Health Care Services,621610.0,39.64686,-77.722313,223 N Prospect St Ste 203,Hagerstown,MD,21740,US,13017392900.0,,,,,,2019-07
6005666,663214,223-222@63s-wh9-dd9,sg:60a10f26089b41c893019a54550e6333,,,Senior Benefit Services,,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,39.685783,-77.736616,13511 Label Ln Ste 204,Maugansville,MD,21740,US,,,,,,,2019-07
6008379,665932,zzy-222@63s-whd-c89,sg:13641abfdf4b4fa9a9715bff2d5a437d,,,MyEyeDr.,SG_BRAND_1617da4d9d55dc44df9681ca9dac5c2b,MyEyeDr.,Offices of Other Health Practitioners,Offices of Optometrists,621320.0,39.614065,-77.692583,1725 Dual Hwy B,Hagerstown,MD,21740,US,,,,,,,
6014056,671615,22d-222@63s-whh-dgk,sg:75d8c529853d4be7901cb6ac4194f428,,,Hair Concepts At South Pointe,,,Personal Care Services,Beauty Salons,812112.0,39.612512,-77.725442,120 E Oak Ridge Dr Ste 500,Hagerstown,MD,21740,US,13017900500.0,"{ ""Mon"": [], ""Tue"": [[""9:00"", ""19:30""]], ""Wed"": [[""9:00"", ""19:30""]], ""Thu"": [[""9:00"", ""19:30""]], ""Fri"": [[""9:00"", ""19:30""]], ""Sat"": [[""9:00"", ""14:00""]], ""Sun"": [] }",,,,,2019-07
6015678,673239,zzy-222@63s-wgz-v2k,sg:e45f127f65604151a1137ab054473e01,zzw-222@63s-wgz-tvz,sg:b50f7578ab574853819746421b4bc325,Longmeadow Eyecare,,,Health and Personal Care Stores,Optical Goods Stores,446130.0,39.66402,-77.703118,Longmeadow Shopping,Hagerstown,MD,21740,US,13017332020.0,,,,,,2019-07
