,Unnamed: 0,placekey,safegraph_place_id,parent_placekey,parent_safegraph_place_id,location_name,safegraph_brand_ids,brands,top_category,sub_category,naics_code,latitude,longitude,street_address,city,region,postal_code,iso_country_code,phone_number,open_hours,category_tags,opened_on,closed_on,tracking_opened_since,tracking_closed_since
4675041,408877,222-222@5r8-dxz-9xq,sg:9afec957eba34e19a0e069ae57eb7c9e,,,Airgas,SG_BRAND_7159747f7911f6fbcbf38ae6d6d2c2f0,Airgas,Chemical and Allied Products Merchant Wholesalers,Other Chemical and Allied Products Merchant Wholesalers,424690.0,36.75408,-95.979144,212 W Hensley Blvd,Bartlesville,OK,74003,US,19183365470.0,,,,,,
4676804,410640,zzw-222@5r8-dnf-5zz,sg:092f306ae9564f5cb061f6e152078d6e,,,Sister's Attic,,,Used Merchandise Stores,Used Merchandise Stores,453310.0,36.663452,-96.339349,115 E Main St,Pawhuska,OK,74056,US,19182872626.0,"{ ""Mon"": [[""10:00"", ""17:00""]], ""Tue"": [[""10:00"", ""17:00""]], ""Wed"": [[""10:00"", ""17:00""]], ""Thu"": [[""10:00"", ""17:00""]], ""Fri"": [[""10:00"", ""17:00""]], ""Sat"": [[""10:00"", ""16:00""]], ""Sun"": [] }",,,,,2019-07
4684525,418368,222-222@5r8-dxt-cdv,sg:f4eb8ee39691404481b13fd2f4a9d0b6,,,B'vl West Hs,,,Child Day Care Services,Child Day Care Services,624410.0,36.750769,-95.995974,401 SW Cass Ave,Bartlesville,OK,74003,US,19183366744.0,,,,,,2019-07
4689046,422893,zzw-223@5r8-dxz-brk,sg:170d6e7fab6f4d0ab37e812664d41542,,,Painted Horse,,,Drinking Places (Alcoholic Beverages),Drinking Places (Alcoholic Beverages),722410.0,36.75163,-95.977956,110 SW Frank Phillips Blvd,Bartlesville,OK,74003,US,19183361100.0,"{ ""Mon"": [[""7:30"", ""22:00""]], ""Tue"": [[""7:30"", ""22:00""]], ""Wed"": [[""7:30"", ""22:00""]], ""Thu"": [[""7:30"", ""22:00""]], ""Fri"": [[""7:30"", ""24:00""]], ""Sat"": [[""8:00"", ""24:00""]], ""Sun"": [] }","Brunch,Late Night,Cocktail Lounge,Bar or Pub,Coffee Shop",,,,2019-07
4691448,425297,225-222@5r8-dks-hbk,sg:ae186208731d40959c47bb45f2c730e5,,,Crawford Moving,,,Specialized Freight Trucking,Used Household and Office Goods Moving,484210.0,36.660327,-96.339465,324 Girard Ave,Pawhuska,OK,74056,US,19184404682.0,,,,,,2019-07
4707068,440932,222-222@5r8-g32-rtv,sg:87e937520e2242a7aed6dd072100dd2f,,,Campbell Automotive,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,36.369117,-96.021893,1600 W Rogers Blvd,Skiatook,OK,74070,US,19183960202.0,,,,,,2019-07
4727309,461190,223-222@5r8-g2x-35z,sg:83fcb339a4e14586b112f9b92f26c934,,,Ernie's Garage,,,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,36.368274,-95.99528,520 E Rogers Blvd,Skiatook,OK,74070,US,19183962420.0,,,,2020-01,,2019-07
4730808,464696,zzw-222@5r8-dnf-6x5,sg:605bfaf9040647c5a25da37a385cd935,,,First Baptist Church,,,Religious Organizations,Religious Organizations,813110.0,36.663613,-96.335441,302 E 6th St,Pawhuska,OK,74056,US,19182873703.0,,,,,,2019-07
4739602,473500,222-222@5r8-dxz-brk,sg:973c16f31a3343c3af698640e0263382,,,Boomerang Diner,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,36.751654,-95.978131,116 SW Frank Phillips Blvd,Bartlesville,OK,74003,US,19183373747.0,"{ ""Mon"": [[""7:00"", ""21:00""]], ""Tue"": [[""7:00"", ""21:00""]], ""Wed"": [[""7:00"", ""21:00""]], ""Thu"": [[""7:00"", ""21:00""]], ""Fri"": [[""7:00"", ""21:00""]], ""Sat"": [[""7:00"", ""21:00""]], ""Sun"": [] }",Diner,,,,2019-07
4739732,473630,224-224@5r8-dxt-cqz,sg:9f1dea65b55a4b9d9c1ef125cc518bea,,,E Z Cash,,,Activities Related to Credit Intermediation,Other Activities Related to Credit Intermediation,522390.0,36.751269,-95.994453,1501 SW Frank Phillips Blvd,Bartlesville,OK,74003,US,19183361007.0,"{ ""Mon"": [[""9:00"", ""18:00""]], ""Tue"": [[""9:00"", ""18:00""]], ""Wed"": [[""9:00"", ""18:00""]], ""Thu"": [[""9:00"", ""18:00""]], ""Fri"": [[""9:00"", ""18:00""]], ""Sat"": [[""9:00"", ""18:00""]], ""Sun"": [] }",,,2020-01,,2019-07
4755773,489684,224-222@5r8-dxt-5xq,sg:9fcf13c3569547049c292253d3cd0542,,,Hains Flowers,,,Florists,Florists,453110.0,36.742364,-95.970674,609 E 11th St,Bartlesville,OK,74003,US,19183361512.0,,,,2020-01,,2019-07
4757902,491815,225-222@5r8-g2x-3h5,sg:27696dac37c246cb8628f6063e5d67e7,,,CrossFit,SG_BRAND_ae6abf1aa02c01cfe560b9315db66b07,CrossFit,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940.0,36.36827,-96.002367,125 W Rogers Blvd,Skiatook,OK,74070,US,19183731632.0,,,,,,
4770607,504536,227-222@5r8-dxz-nnq,sg:59a52b2da470414dbd6290466b93a069,,,Tee's Auto,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,36.753782,-95.984645,620 W Hensley Blvd,Bartlesville,OK,74003,US,19183366209.0,,,,,,2019-07
4772489,506419,zzz-222@5r8-g2x-fpv,sg:d456295ac7d841a68ad68cc2408be1ef,,,Skiatook Central Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190.0,36.366993,-96.004873,384 W Rogers Blvd,Skiatook,OK,74070,US,,,,,,,2019-07
4785016,518957,zzy-223@5r8-drv-8y9,sg:e8f5eac54471491dbfc768bc24b12841,,,Barnsdall Police Department Barnsdall Oklahoma,,,"Justice, Public Order, and Safety Activities",Police Protection,922120.0,36.561542,-96.160934,404 W Main St,Barnsdall,OK,74002,US,19188472285.0,,,,,,2019-07
4786672,520613,222-223@5r8-dy2-zzz,sg:4dfb17adb36b4f4895cd9339e9af23e7,,,Health Street,SG_BRAND_c5c154df3c9599e7,Health Street,Medical and Diagnostic Laboratories,Medical Laboratories,621511.0,36.746568,-95.972322,608 SE Delaware Ave,Bartlesville,OK,74003,US,,,,,,,
4790328,524271,zzw-223@5r8-dnf-6x5,sg:38a3038b80d54a8689b12fbdd5770f24,,,Sinclair Oil,SG_BRAND_a57232142367eb326bf60ca1d7660233,Sinclair Oil,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,36.663232,-96.335525,301 E Main St,Pawhuska,OK,74056,US,19182873160.0,,,,,2020-12,2019-07
4805933,539890,zzy-225@5r8-dnf-8y9,sg:155aa7e1782045668a5d89edc86af9e3,229-222@5r8-dnf-8y9,sg:35ed7807f57b4685b8e3fa1a143d2db9,Pawhuska Pump & Equipment,,,Lawn and Garden Equipment and Supplies Stores,Outdoor Power Equipment Stores,444210.0,36.667818,-96.337232,N of City,Pawhuska,OK,74056,US,19182871313.0,,,,,,2019-07
4810916,544877,226-222@5r8-dy2-xkf,sg:55ae91bd9bf747af9ad4fe21367d2e9f,,,Anserfone,,,"Other Professional, Scientific, and Technical Services",Veterinary Services,541940.0,36.748442,-95.970444,405 S Wyandotte Ave,Bartlesville,OK,74003,US,19183363260.0,,,,,,2019-07
4834419,568406,zzw-222@5r8-g32-b8v,sg:3155beced3cb4f8a879645723c976ed1,,,Rsvp Wrecker Service,,,Support Activities for Road Transportation,Motor Vehicle Towing,488410.0,36.36982,-96.037702,100 N Tallchief St,Skiatook,OK,74070,US,19183967787.0,,,,,,2019-07
4834736,568723,222-222@5r8-fc7-rx5,sg:43cd7daeb67d4ea6a96bbe65e62cfcdf,,,Eastside Fitness Center,,,Other Amusement and Recreation Industries,Fitness and Recreational Sports Centers,713940.0,36.350928,-95.991759,13580 N Cincinnati Ave,Skiatook,OK,74070,US,19185784035.0,,,,,,2019-07
4843758,577760,zzy-222@5r8-g2x-fpv,sg:7f8c821d92053c219e55f7d8e5089bdc,zzz-222@5r8-g2x-fpv,sg:d456295ac7d841a68ad68cc2408be1ef,Living Springs,,,Religious Organizations,Religious Organizations,813110.0,36.367466,-96.004931,RR 2 Box 41W,Skiatook,OK,74070,US,,,,,,,2019-07
4854841,588851,zzy-222@5r8-fnq-2hq,sg:44e6b3a5f4da443db25db84e8b8659f0,,,Skiatook Point,,,Other Motor Vehicle Dealers,Boat Dealers,441222.0,36.337763,-96.090779,Lake Rd,Skiatook,OK,74070,US,,,,,,,2019-07
4858009,592023,224-222@5r8-dks-94v,sg:1393d1025694403a9b375ad80711e120,,,Pawhuska Tire & Service Center,,,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,441310.0,36.664107,-96.349127,728 W Main St,Pawhuska,OK,74056,US,19182873300.0,,,,,,2019-07
4874872,608897,227-223@5r8-dks-8gk,sg:49fad608ca9246efbe3d980bb1f83533,,,The Osage Nation,,,Administration of Economic Programs,Regulation and Administration of Transportation Programs,926120.0,36.663528,-96.34268,220 W Main St,Pawhuska,OK,74056,US,19182875393.0,"{ ""Mon"": [[""8:00"", ""16:30""]], ""Tue"": [[""8:00"", ""16:30""]], ""Wed"": [[""8:00"", ""16:30""]], ""Thu"": [[""8:00"", ""16:30""]], ""Fri"": [[""8:00"", ""16:30""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
4877249,611274,228-223@5r8-dxs-rhq,sg:e3cbe0bc2d424da2ba06dbd107bae090,,,Jane Phillips Es,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,36.73566,-95.990463,1500 S Rogers Ave,Bartlesville,OK,74003,US,19183369479.0,,,,,,2019-07
4881341,615370,223-222@5r8-dxs-yd9,sg:ed2d9f02a01642c1b65cc0aed4c63cc2,,,First Friends,,,Child Day Care Services,Child Day Care Services,624410.0,36.748372,-95.977026,505 S Dewey Ave,Bartlesville,OK,74003,US,19183367070.0,,,,,,2019-07
4883080,617111,zzw-222@5r8-dy4-c5z,sg:576dba96484d47cf8daaa53ad136c06c,,,Phillips 66,SG_BRAND_73ec7f2366612562515e7201b08b9d0b,Phillips 66,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,36.751649,-96.000147,1835 SW Frank Phillips Blvd,Bartlesville,OK,74003,US,,,,,,,2019-07
4883911,617945,zzw-222@5r8-dxz-q2k,sg:89cae1d6bb744fa193e1a30d1ddf7175,,,Humble Road Church,,,Religious Organizations,Religious Organizations,813110.0,36.751352,-95.986755,304 S Seminole Ave,Bartlesville,OK,74003,US,,,,,,,2019-07
4890092,624135,zzw-222@5r8-g3t-yjv,sg:14bb7448ff6547848062db3c6897a65b,,,Osage Casino Hotel Skiatook,,,Gambling Industries,Casinos (except Casino Hotels),713210.0,36.369004,-96.053955,5591 W C Rogers Blvd,Skiatook,OK,74070,US,19186997873.0,,,,,,2019-07
4898511,632559,222-222@5r8-g2x-3yv,sg:2cecbd07205e40dea05549b816065e14,,,U.S. Cellular,SG_BRAND_6809e83bfca0c851ba242f11186c98e2,U.S. Cellular,Wired and Wireless Telecommunications Carriers,Wireless Telecommunications Carriers (except Satellite),517312.0,36.369023,-96.002938,210 W Rogers Blvd,Skiatook,OK,74070,US,19183960700.0,"{ ""Mon"": [[""10:00"", ""19:00""]], ""Tue"": [[""10:00"", ""19:00""]], ""Wed"": [[""10:00"", ""19:00""]], ""Thu"": [[""10:00"", ""19:00""]], ""Fri"": [[""10:00"", ""19:00""]], ""Sat"": [[""10:00"", ""18:00""]], ""Sun"": [[""12:00"", ""17:00""]] }",,,,2020-01,2019-07
4904493,638546,226-222@5r8-g2x-gff,sg:ace115387dc644c4bf87bf9e60694954,,,World Finance,SG_BRAND_331d4bc97b9ba5a6,World Finance,Nondepository Credit Intermediation,Consumer Lending,522291.0,36.368984000000005,-96.014283,802B W Rogers Blvd,Skiatook,OK,74070,US,19183969525.0,,,,,2020-12,2020-12
4906030,640087,222-222@5r8-g2z-y35,sg:126c1a2c9b4045c0b76e7467171fbf14,,,Charlie's Chicken,,,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,36.368959,-96.027233,2071 W Rogers Blvd,Skiatook,OK,74070,US,19183961499.0,,Chicken Wings,,,,2019-07
4906420,640478,zzw-222@5r8-dcp-zmk,sg:27df993b95204abf913c540427a569a8,,,Moore Cemetery,,,Death Care Services,Cemeteries and Crematories,812220.0,36.674054,-96.280988,County Road 3551,Pawhuska,OK,74056,US,,,,,,,2019-07
4911675,645739,226-222@5r8-g32-st9,sg:72a5895fbb984d4d8f7bc34802671409,,,Juicy Tan,,,Personal Care Services,Other Personal Care Services,812199.0,36.367698,-96.018489,1303 W Rogers Blvd Ste D,Skiatook,OK,74070,US,19183969494.0,"{ ""Mon"": [[""9:00"", ""20:00""]], ""Tue"": [[""9:00"", ""20:00""]], ""Wed"": [[""9:00"", ""20:00""]], ""Thu"": [[""9:00"", ""20:00""]], ""Fri"": [[""9:00"", ""20:00""]], ""Sat"": [[""10:00"", ""19:00""]], ""Sun"": [] }",,,,,2019-07
4929784,663863,zzw-223@5r8-drv-8vz,sg:f299e87ddf80470194544cd8782dfffb,,,Farmers Union Insurance,,,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,36.561933,-96.162229,510 W Main St,Barnsdall,OK,74002,US,,,,,,,2019-07
4932651,666731,zzy-222@5r8-hsq-g8v,sg:a66d50a5dd6b4c19b8a0afd7bd7c85ec,,,Hominy Municipal Lake,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,712190.0,36.41067,-96.415318,24903 Ok 20,Hominy,OK,74035,US,,,,,,,2019-07
4944436,678526,225-222@5r8-g32-st9,sg:9659eec205d44ef985e0378721fdc6ed,,,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,Subway,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,36.368217,-96.018345,1301 W Rogers Blvd,Skiatook,OK,74070,US,19183960737.0,,"Counter Service,Sandwich Shop,Lunch,Breakfast,Dinner",,,,2019-07
4946866,680957,zzw-225@5r8-dxs-yqf,sg:35d5b2af4c384ddda181ecf64f3e0a22,,,Quench Buds,,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515.0,36.749585,-95.97682,401 S Dewey Ave,Bartlesville,OK,74003,US,,,,,2020-01,,2019-07
4963198,697312,zzy-222@5r8-dp6-bff,sg:3e6052df9d234cb4bcfa218074e0266c,,,Assembly of God Church,,,Religious Organizations,Religious Organizations,813110.0,36.666304,-96.376354,26706 US Highway 60,Pawhuska,OK,74056,US,19182872287.0,,,,,,2019-07
5002042,736186,zzw-222@5r8-g2x-dqf,sg:fcd77749801641e487d0313fb572363d,,,AAA,SG_BRAND_b1d21ba5beb3e781,AAA,"Agencies, Brokerages, and Other Insurance Related Activities",Insurance Agencies and Brokerages,524210.0,36.368195,-96.008032,518 W Rogers Blvd,Skiatook,OK,74070,US,19183967542.0,"{ ""Mon"": [[""9:00"", ""17:00""]], ""Tue"": [[""9:00"", ""17:00""]], ""Wed"": [[""9:00"", ""17:00""]], ""Thu"": [[""9:00"", ""17:00""]], ""Fri"": [[""9:00"", ""17:00""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
5021589,755756,zzw-223@5r8-dcp-zmk,sg:db05593466d441eb9034416f169c820f,,,Pawhuska City Cemetery,,,Death Care Services,Cemeteries and Crematories,812220.0,36.674063,-96.280943,Pawhuska City Cemetery,Pawhuska,OK,74056,US,,,,,,,2019-07
5024111,758280,225-222@5r8-g2x-3wk,sg:7d1c7b4fd7fa461d9d8138d0570dbc7a,,,Itza Mexican Bistro,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,36.368231,-96.000625,100 E Rogers Blvd,Skiatook,OK,74070,US,19183965170.0,"{ ""Mon"": [[""11:00"", ""21:00""]], ""Tue"": [[""11:00"", ""21:00""]], ""Wed"": [[""11:00"", ""21:00""]], ""Thu"": [[""11:00"", ""11:15""]], ""Fri"": [[""11:00"", ""22:00""]], ""Sat"": [[""11:30"", ""22:00""]], ""Sun"": [[""11:30"", ""20:00""]] }",Mexican Food,,,,2019-07
5024466,758636,22f-223@5r8-g32-snq,sg:9672d9c30532444086c3512090547b84,,,Carl's Jr.,SG_BRAND_a9ecc89d97cef851492e57cd04f9d51b,Carl's Jr.,Restaurants and Other Eating Places,Limited-Service Restaurants,722513.0,36.36814,-96.015601,900 W Rogers Blvd,Skiatook,OK,74070,US,,,"Counter Service,Late Night,Lunch,Fast Food,Drive Through,Breakfast,Dinner,Burgers",,,2019-08,2019-07
5025784,759956,22c-222@5r8-hsm-pjv,sg:eb3671b2e98f44a6890eb9e461f00dce,,,First Assembly Of God,,,Religious Organizations,Religious Organizations,813110.0,36.412584,-96.390529,313 S She She Ave,Hominy,OK,74035,US,,,,,,,2019-07
5025904,760076,223-222@5r8-dxz-q4v,sg:f36c947bd1bc495da6f6c9709a2258b4,,,Bartlesville Fire Department Station 2,,,"Justice, Public Order, and Safety Activities",Fire Protection,922160.0,36.75322,-95.989157,100 S Virginia Ave,Bartlesville,OK,74003,US,19183375308.0,,,,,,2019-07
5035318,769507,223-224@5r8-drv-8vz,sg:50d7d228481741a8ade9d64c56ede697,,,Siggins Memorial Clinic,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,36.562406,-96.161499,112 N 5th St,Barnsdall,OK,74002,US,,,,,,,2019-07
5042327,776522,zzw-225@5r8-h9j-fj9,sg:17d74e04936c4b8e906009f40f09bac8,,,Fast Lane Hamburgers,,,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,36.310885,-96.463208,104 E 7th St,Wynona,OK,74084,US,19188462800.0,,Burgers,,2020-07,,2019-07
5043462,777659,222-222@5r8-drv-3dv,sg:5ca6d6dcaa5d478089ea373addb71645,,,Dollar General,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,Dollar General,"General Merchandise Stores, including Warehouse Clubs and Supercenters",All Other General Merchandise Stores,452319.0,36.567718,-96.166975,501 N 8th St,Barnsdall,OK,74002,US,,,,,,2020-05,2020-05
5053319,787532,zzw-222@5r8-g33-n89,sg:dc30109d337842dba4f732c93bc0780a,,,Cedar Crest Golf Course,,,Other Amusement and Recreation Industries,Golf Courses and Country Clubs,713910.0,36.348417,-95.997666,110 E 136th St N,Skiatook,OK,74070,US,19183960200.0,,,,,,2019-07
5093093,827352,222-222@5r8-g34-dqf,sg:c8f668105587414894eef65b54b91c39,,,Marrs Es,,,Elementary and Secondary Schools,Elementary and Secondary Schools,611110.0,36.357151,-96.00052,1100 S Osage St,Skiatook,OK,74070,US,19183962295.0,,,,,,2019-07
5094162,828421,zzy-222@5r8-dyq-yn5,sg:0d5beb0b576d47bfb589ef666663bc63,,,Mock Auto Specialties,,,Automobile Dealers,Used Car Dealers,441120.0,36.734078,-96.089103,SE Of City,Bartlesville,OK,74003,US,19183330748.0,,,,,,2019-07
5094867,829128,zzw-223@5r8-drv-8qf,sg:380824ac673c4201affbd9688cbe3b7e,,,United Methodist Church,,,Religious Organizations,Religious Organizations,813110.0,36.560623,-96.164499,200 S 7th,Barnsdall,OK,74002,US,19188472752.0,,,,,,2019-07
5097736,831998,226-222@5r8-dxs-yjv,sg:f59f0c6f65234d6b99a15556bf10e7e3,,,Morgan Stanley Bartlesville,,,"Management, Scientific, and Technical Consulting Services",,5416.0,36.74876,-95.978865,117 W 5th St Ste 200,Bartlesville,OK,74003,US,19183363100.0,,,,,,2019-07
5117087,851365,223-222@5r8-drv-8vz,sg:d218444c673549758df94aacc727a84f,,,Sizemore Marcus PA Office,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,36.562394,-96.161524,112 N 5th St,Barnsdall,OK,74002,US,,,,,,,2019-07
5119541,853822,zzw-222@5r8-drv-8vz,sg:6f36909fafa74fc6b83a5241baefdceb,,,Tone Ur Hyde,,,"Coating, Engraving, Heat Treating, and Allied Activities","Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers",332812.0,36.561988,-96.162188,508 W Main St,Barnsdall,OK,74002,US,19187666892.0,,,,,,2019-07
5129419,863713,222-222@5r8-mm3-fpv,sg:f3b49247115d496a8a6d1963c365092f,,,Blackland Fire Corporation,,,"Justice, Public Order, and Safety Activities",Fire Protection,922160.0,36.831616,-96.504596,103 Blackland Rd,Pawhuska,OK,74056,US,19182873715.0,,,,,,2019-07
5130570,864866,224-222@5r8-dnf-6kz,sg:3ac6cc8c245c431c807a54828bb6d115,,,Neal's Auto,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,36.662155,-96.336678,222 E 5th St,Pawhuska,OK,74056,US,19188158654.0,,,,,,2019-07
5131942,866243,226-223@5r8-g32-54v,sg:91650db0e7a34b429895be67a9f3738e,,,Osage Nation Head Start Skiatook,,,Child Day Care Services,Child Day Care Services,624410.0,36.361673,-96.020314,1801 W Oak St,Skiatook,OK,74070,US,19186995471.0,,,,,,2019-07
5148385,882699,zzw-222@5r8-dy2-q2k,sg:b3df175851284b23b6c19de6158688bf,,,Healthy Hemptations,,,Drugs and Druggists' Sundries Merchant Wholesalers,Drugs and Druggists' Sundries Merchant Wholesalers,424210.0,36.750431,-95.96329,205 S Comanche Ave,Bartlesville,OK,74003,US,,,,,,,2019-07
5153266,887584,222-222@5r8-hss-wp9,sg:ee150b0f6405438f9baae31e2d1ea67a,,,Little Feather Smoke Shop,,,Other Miscellaneous Store Retailers,Tobacco Stores,453991.0,36.426862,-96.389727,1101 N Eastern Ave,Hominy,OK,74035,US,19188856124.0,,,,,,2019-07
5165565,899892,zzw-228@5r8-dxs-yqf,sg:fa5aa79b8072319f8b7d405ffedd83b2,,,Arvest Bank,SG_BRAND_1c6d6c909e0cfe06231244705c6defdb,Arvest Bank,Depository Credit Intermediation,Commercial Banking,522110.0,36.749446,-95.9759,400 S Dewey Ave,Bartlesville,OK,74003,US,,,,,,,
5175171,909512,224-222@5r8-g2y-skf,sg:5e76d3a953f249b5b09abd07eb9e173e,,,Joe's Auto Service,,,Automotive Repair and Maintenance,General Automotive Repair,811111.0,36.358733,-95.991848,14148 N Cincinnati Ave,Skiatook,OK,74070,US,19183961209.0,,,,2020-07,,2019-07
5178787,913131,226-222@5r8-g2x-3h5,sg:461295b00b0f4db8821f6639712e7677,,,Meeks Truck & Auto Sales,,,,,,36.368269,-96.002922,201 W Rogers Blvd,Skiatook,OK,74070,US,19183969399.0,,,,,,2019-07
5183239,917589,22b-222@5r8-dy2-xwk,sg:682df3b513e4425b9494cc6195f793ae,,,Steven E Armstrong DDS,,,Offices of Dentists,Offices of Dentists,621210.0,36.749958,-95.970544,301 S Wyandotte Ave,Bartlesville,OK,74003,US,,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
5197233,931600,222-222@5r8-g3t-yn5,sg:ee1c7cfa6c1d4bb1b3c23b70ac6d4735,,,Lakeview Southern Baptist Church,,,Religious Organizations,Religious Organizations,813110.0,36.367899,-96.052492,5480 W Rogers Blvd,Skiatook,OK,74070,US,19183960506.0,,,,,,2019-07
5204287,938663,zzy-222@5r8-dn8-ht9,sg:b0c269eb8d2c4615a41770f10b3a6cd5,,,Osage Indian Baptist Church,,,Religious Organizations,Religious Organizations,813110.0,36.680302000000005,-96.320526,1389 E 21st St,Pawhuska,OK,74056,US,19182872897.0,,,,,,2019-07
5207127,941506,223-222@5r8-dks-94v,sg:6a6c4506a8fe4fcea470a9ad88e7c31d,,,Okie's Burgers and Ice Cream,,,Restaurants and Other Eating Places,Snack and Nonalcoholic Beverage Bars,722515.0,36.664159000000005,-96.348823,714 W Main St,Pawhuska,OK,74056,US,19182876555.0,,"Burgers,Ice Cream Shop",,2020-08,,2019-07
5223534,957938,zzy-222@5r8-gwx-575,sg:8c121f2469ec4f168d56d63cf8b1fad4,,,Clear Creek Fire Department Incorporated,,,"Justice, Public Order, and Safety Activities",Fire Protection,922160.0,36.67164,-96.501475,County Road 5515,Pawhuska,OK,74056,US,19186295272.0,,,,,,2019-07
5246285,980715,zzy-224@5r8-dks-975,sg:59702447069b459283fb81feb09949f1,,,Shamrock,,,Gasoline Stations,Gasoline Stations with Convenience Stores,447110.0,36.665595,-96.351877,914 W 7th St,Pawhuska,OK,74056,US,,,,,,,2019-07
5247390,981822,zzy-223@5r8-drt-9cq,sg:a1855f58c3ee4f63add73ff6dfceaf98,,,Barnsdall Building Blocks,,,Child Day Care Services,Child Day Care Services,624410.0,36.560908000000005,-96.16973,408 W Cedar,Barnsdall,OK,74002,US,19188472919.0,,,,,,2019-07
5251609,986045,zzw-222@5r8-g2y-y7q,sg:b2a1e72b672644d690ef0d042fe893b2,,,Two Turtles Skiatook,,,Other Miscellaneous Store Retailers,Tobacco Stores,453991.0,36.354428000000006,-95.99192,13800 N Cincinnati Ave,Skiatook,OK,74070,US,19183963966.0,,,,,,2019-07
5258367,992808,22b-222@5r8-dnf-5zz,sg:6ae8834dc4204c1cba6bc009424d7361,,,Big Buds Natural Releaf Pawhuska,,,Drugs and Druggists' Sundries Merchant Wholesalers,Drugs and Druggists' Sundries Merchant Wholesalers,424210.0,36.663537,-96.338288,139 E Main St,Pawhuska,OK,74056,US,,,,,,,2019-07
5262011,996455,223-222@5r8-g32-rrk,sg:58e96acff03744f497a3cd4036911fa5,,,Mazzio's Italian Eatery,SG_BRAND_d913b90c0306899829d5830395db7c5f,Mazzio's Italian Eatery,Restaurants and Other Eating Places,Full-Service Restaurants,722511.0,36.368226,-96.019635,1425 W Rogers Blvd,Skiatook,OK,74070,US,,,"Buffet,Pizza,Lunch,Italian Food,Casual Dining,Catering,Dinner",,,,2019-07
5284366,1018833,zzw-222@5r8-dy3-3bk,sg:04d5cf843674446499919c2695edd8c0,,,Wash A Mutt Self Service Pet Wash,,,Other Personal Services,Pet Care (except Veterinary) Services,812910.0,36.751234,-95.967349,120 S Choctaw Ave,Bartlesville,OK,74003,US,19183977999.0,"{ ""Mon"": [[""10:00"", ""20:00""]], ""Tue"": [[""10:00"", ""20:00""]], ""Wed"": [[""10:00"", ""20:00""]], ""Thu"": [[""10:00"", ""20:00""]], ""Fri"": [[""10:00"", ""20:00""]], ""Sat"": [[""10:00"", ""20:00""]], ""Sun"": [[""10:00"", ""20:00""]] }",,,,,2019-07
5285950,1020419,222-223@5r8-dxs-ysq,sg:6792db6203944b808f533baf160c00fb,,,Jane Phillips Gemini Medical Clinic,,,Offices of Physicians,Offices of Physicians (except Mental Health Specialists),621111.0,36.750664,-95.978466,310 S Keeler Ave,Bartlesville,OK,74003,US,,"{ ""Mon"": [[""7:00"", ""16:00""]], ""Tue"": [[""7:00"", ""16:00""]], ""Wed"": [[""7:00"", ""16:00""]], ""Thu"": [[""7:00"", ""16:00""]], ""Fri"": [[""7:00"", ""16:00""]], ""Sat"": [], ""Sun"": [] }",,,,,2019-07
5289423,1023894,zzy-224@5r8-dsf-v75,sg:4b398476ca023f5c9eec67dc8f15670f,,,Lighthouse Family Worship Center,,,Religious Organizations,Religious Organizations,813110.0,36.554114,-96.148851,13749 State Highway 11,Barnsdall,OK,74002,US,19188472385.0,,,,,,2019-07
